"","ID","Question","Response","PostValue"
"1113","4755B","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"1114","4756B","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"1115","4760F","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"1116","effe","Q10","Because density is a property of the matter, and it can never change",0
"1117","2919","Q11","Smaller than",0
"1118","4022","Q11","Smaller than",0
"1119","4219","Q11","Bigger than",0
"1120","4224","Q11","Same as",1
"1121","4229","Q11","Smaller than",0
"1122","4230","Q11","Same as",1
"1123","4232","Q11","Bigger than",0
"1124","4235","Q11","Smaller than",0
"1125","4236","Q11","Smaller than",0
"1126","4240","Q11","Smaller than",0
"1127","4241","Q11","Same as",1
"1128","4242","Q11","Bigger than",0
"1129","4243","Q11","Same as",1
"1130","4244","Q11","Bigger than",0
"1131","4245","Q11","Smaller than",0
"1132","4246","Q11","Same as",1
"1133","4247","Q11","Same as",1
"1134","4248","Q11","Same as",1
"1135","4249","Q11","Same as",1
"1136","4250","Q11","Same as",1
"1137","4251","Q11","Same as",1
"1138","4254","Q11","Same as",1
"1139","4257","Q11","Smaller than",0
"1140","4258","Q11","Smaller than",0
"1141","4259","Q11","Same as",1
"1142","4260","Q11","Smaller than",0
"1143","4261","Q11","Same as",1
"1144","4262","Q11","Same as",1
"1145","4264","Q11","Same as",1
"1146","4267","Q11","Smaller than",0
"1147","4268","Q11","Smaller than",0
"1148","4269","Q11","Smaller than",0
"1149","4271","Q11","Same as",1
"1150","4272","Q11","Same as",1
"1151","4273","Q11","Same as",1
"1152","4274","Q11","Smaller than",0
"1153","4275","Q11","Same as",1
"1154","4276","Q11","Same as",1
"1155","4277","Q11","Same as",1
"1156","4278","Q11","Same as",1
"1157","4279","Q11","Same as",1
"1158","4281","Q11","Same as",1
"1159","4282","Q11","Bigger than",0
"1160","4283","Q11","Smaller than",0
"1161","4284","Q11","Smaller than",0
"1162","4285","Q11","Same as",1
"1163","4286","Q11","Same as",1
"1164","4287","Q11","Smaller than",0
"1165","4288","Q11","Same as",1
"1166","4289","Q11","Smaller than",0
"1167","4290","Q11","Same as",1
"1168","4291","Q11","Same as",1
"1169","4293","Q11","Bigger than",0
"1170","4294","Q11","Same as",1
"1171","4295","Q11","Same as",1
"1172","4297","Q11","Smaller than",0
"1173","4299","Q11","Bigger than",0
"1174","4300","Q11","Smaller than",0
"1175","4301","Q11","Bigger than",0
"1176","4302","Q11","Same as",1
"1177","4304","Q11","Bigger than",0
"1178","4305","Q11","Smaller than",0
"1179","4306","Q11","Bigger than",0
"1180","4309","Q11","Same as",1
"1181","4310","Q11","Same as",1
"1182","4313","Q11","Same as",1
"1183","4314","Q11","Same as",1
"1184","4315","Q11","Same as",1
"1185","4316","Q11","Smaller than",0
"1186","4318","Q11","Same as",1
"1187","4319","Q11","Bigger than",0
"1188","4321","Q11","Smaller than",0
"1189","4322","Q11","Same as",1
"1190","4323","Q11","Same as",1
"1191","4324","Q11","Same as",1
"1192","4326","Q11","Same as",1
"1193","4327","Q11","Same as",1
"1194","4328","Q11","Same as",1
"1195","4333","Q11","Same as",1
"1196","4334","Q11","Same as",1
"1197","4335","Q11","Smaller than",0
"1198","4339","Q11","Smaller than",0
"1199","4341","Q11","Same as",1
"1200","4342","Q11","Same as",1
"1201","4343","Q11","Smaller than",0
"1202","4344","Q11","Same as",1
"1203","4347","Q11","Same as",1
"1204","4348","Q11","Smaller than",0
"1205","4350","Q11","Same as",1
"1206","4353","Q11","Smaller than",0
"1207","4355","Q11","Same as",1
"1208","4356","Q11","Smaller than",0
"1209","4357","Q11","Smaller than",0
"1210","4359","Q11","Same as",1
"1211","4360","Q11","Smaller than",0
"1212","4362","Q11","Bigger than",0
"1213","4363","Q11","Same as",1
"1214","4364","Q11","Same as",1
"1215","4367","Q11","Same as",1
"1216","4368","Q11","Smaller than",0
"1217","4371","Q11","Smaller than",0
"1218","4372","Q11","Bigger than",0
"1219","4373","Q11","Same as",1
"1220","4374","Q11","Same as",1
"1221","4376","Q11","Smaller than",0
"1222","4377","Q11","Bigger than",0
"1223","4378","Q11","Smaller than",0
"1224","4379","Q11","Smaller than",0
"1225","4380","Q11","Smaller than",0
"1226","4382","Q11","Same as",1
"1227","4383","Q11","Smaller than",0
"1228","4384","Q11","Same as",1
"1229","4390","Q11","Same as",1
"1230","4391","Q11","Smaller than",0
"1231","4394","Q11","Smaller than",0
"1232","4396","Q11","Smaller than",0
"1233","4397","Q11","Same as",1
"1234","4400","Q11","Smaller than",0
"1235","4404","Q11","Same as",1
"1236","4406","Q11","Bigger than",0
"1237","4407","Q11","Same as",1
"1238","4408","Q11","Same as",1
"1239","4410","Q11","Same as",1
"1240","4411","Q11","Same as",1
"1241","4413","Q11","Same as",1
"1242","4415","Q11","Smaller than",0
"1243","4417","Q11","Smaller than",0
"1244","4418","Q11","Bigger than",0
"1245","4419","Q11","Smaller than",0
"1246","4421","Q11","Bigger than",0
"1247","4422","Q11","Smaller than",0
"1248","4423","Q11","Same as",1
"1249","4426","Q11","Same as",1
"1250","4428","Q11","Same as",1
"1251","4429","Q11","Same as",1
"1252","4430","Q11","Same as",1
"1253","4431","Q11","Smaller than",0
"1254","4432","Q11","Same as",1
"1255","4433","Q11","Same as",1
"1256","4435","Q11","Same as",1
"1257","4436","Q11","Smaller than",0
"1258","4437","Q11","Smaller than",0
"1259","4440","Q11","Smaller than",0
"1260","4447","Q11","Smaller than",0
"1261","4448","Q11","Same as",1
"1262","4449","Q11","Same as",1
"1263","4450","Q11","Same as",1
"1264","4451","Q11","Same as",1
"1265","4452","Q11","Same as",1
"1266","4453","Q11","Same as",1
"1267","4454","Q11","Same as",1
"1268","4455","Q11","Same as",1
"1269","4456","Q11","Same as",1
"1270","4457","Q11","Bigger than",0
"1271","4458","Q11","Same as",1
"1272","4459","Q11","Same as",1
"1273","4460","Q11","Same as",1
"1274","4461","Q11","Same as",1
"1275","4465","Q11","Bigger than",0
"1276","4466","Q11","Same as",1
"1277","4467","Q11","Smaller than",0
"1278","4475","Q11","Smaller than",0
"1279","4476","Q11","Same as",1
"1280","4478","Q11","Smaller than",0
"1281","4479","Q11","Smaller than",0
"1282","4482","Q11","Same as",1
"1283","4485","Q11","Same as",1
"1284","4488","Q11","Bigger than",0
"1285","4491","Q11","Bigger than",0
"1286","4492","Q11","Bigger than",0
"1287","4495","Q11","Smaller than",0
"1288","4498","Q11","Smaller than",0
"1289","4499","Q11","Bigger than",0
"1290","4500","Q11","Same as",1
"1291","4501","Q11","Smaller than",0
"1292","4502","Q11","Smaller than",0
"1293","4503","Q11","Same as",1
"1294","4504","Q11","Same as",1
"1295","4505","Q11","Smaller than",0
"1296","4507","Q11","Same as",1
"1297","4509","Q11","Same as",1
"1298","4514","Q11","Smaller than",0
"1299","4515","Q11","Smaller than",0
"1300","4517","Q11","Same as",1
"1301","4518","Q11","Same as",1
"1302","4519","Q11","Bigger than",0
"1303","4524","Q11","Bigger than",0
"1304","4528","Q11","Smaller than",0
"1305","4531","Q11","Smaller than",0
"1306","4533","Q11","Same as",1
"1307","4535","Q11","Smaller than",0
"1308","4536","Q11","Same as",1
"1309","4537","Q11","Smaller than",0
"1310","4538","Q11","Same as",1
"1311","4540","Q11","Same as",1
"1312","4543","Q11","Smaller than",0
"1313","4545","Q11","Same as",1
"1314","4546","Q11","Bigger than",0
"1315","4549","Q11","Bigger than",0
"1316","4550","Q11","Smaller than",0
"1317","4551","Q11","Bigger than",0
"1318","4558","Q11","Smaller than",0
"1319","4559","Q11","Same as",1
"1320","4562","Q11","Same as",1
"1321","4564","Q11","Same as",1
"1322","4566","Q11","Smaller than",0
"1323","4568","Q11","Bigger than",0
"1324","4571","Q11","Smaller than",0
"1325","4574","Q11","Bigger than",0
"1326","4578","Q11","Bigger than",0
"1327","4584","Q11","Same as",1
"1328","4585","Q11","Smaller than",0
"1329","4586","Q11","Smaller than",0
"1330","4589","Q11","Same as",1
"1331","4592","Q11","Same as",1
"1332","4596","Q11","Same as",1
"1333","4598","Q11","Smaller than",0
"1334","4599","Q11","Smaller than",0
"1335","4602","Q11","Smaller than",0
"1336","4606","Q11","Same as",1
"1337","4607","Q11","Same as",1
"1338","4608","Q11","Smaller than",0
"1339","4609","Q11","Smaller than",0
"1340","4610","Q11","Bigger than",0
"1341","4615","Q11","Bigger than",0
"1342","4616","Q11","Smaller than",0
"1343","4617","Q11","Same as",1
"1344","4619","Q11","Smaller than",0
"1345","4621","Q11","Smaller than",0
"1346","4626","Q11","Smaller than",0
"1347","4627","Q11","Bigger than",0
"1348","4656","Q11","Smaller than",0
"1349","4668","Q11","Same as",1
"1350","4686","Q11","Smaller than",0
"1351","4693","Q11","Smaller than",0
"1352","4697","Q11","Same as",1
"1353","4702","Q11","Smaller than",0
"1354","4704","Q11","Same as",1
"1355","4708","Q11","Same as",1
"1356","4710","Q11","Smaller than",0
"1357","4712","Q11","Same as",1
"1358","4716","Q11","Same as",1
"1359","4717","Q11","Same as",1
"1360","4720","Q11","Same as",1
"1361","4722","Q11","Smaller than",0
"1362","4723","Q11","Same as",1
"1363","4725","Q11","Same as",1
"1364","4727","Q11","Same as",1
"1365","4730","Q11","Same as",1
"1366","4734","Q11","Bigger than",0
"1367","4737","Q11","Same as",1
"1368","4739","Q11","Bigger than",0
"1369","4740","Q11","Same as",1
"1370","4743","Q11","Smaller than",0
"1371","4746","Q11","Same as",1
"1372","4748","Q11","Smaller than",0
"1373","4753","Q11","Same as",1
"1374","4754","Q11","Same as",1
"1375","4755","Q11","Same as",1
"1376","4756","Q11","Smaller than",0
"1377","4757","Q11","Same as",1
"1378","4758","Q11","Same as",1
"1379","4760","Q11","Same as",1
"1380","4761","Q11","Same as",1
"1381","4762","Q11","Smaller than",0
"1382","4763","Q11","Smaller than",0
"1383","4764","Q11","Smaller than",0
"1384","4765","Q11","Same as",1
"1385","4767","Q11","Same as",1
"1386","4768","Q11","Same as",1
"1387","4770","Q11","Smaller than",0
"1388","4771","Q11","Smaller than",0
"1389","4773","Q11","Same as",1
"1390","4775","Q11","Bigger than",0
"1391","4777","Q11","Same as",1
"1392","4778","Q11","Bigger than",0
"1393","4779","Q11","Same as",1
"1394","4780","Q11","Same as",1
"1395","4781","Q11","Same as",1
"1396","4782","Q11","Same as",1
"1397","4783","Q11","Same as",1
"1398","4784","Q11","Same as",1
"1399","4785","Q11","Same as",1
"1400","4786","Q11","Same as",1
"1401","4787","Q11","Same as",1
"1402","4789","Q11","Same as",1
"1403","4795","Q11","Same as",1
"1404","4799","Q11","Smaller than",0
"1405","4801","Q11","Smaller than",0
"1406","4802","Q11","Same as",1
"1407","4803","Q11","Same as",1
"1408","4805","Q11","Same as",1
"1409","4806","Q11","Same as",1
"1410","4807","Q11","Smaller than",0
"1411","4813","Q11","Same as",1
"1412","4814","Q11","Same as",1
"1413","4815","Q11","Smaller than",0
"1414","4816","Q11","Bigger than",0
"1415","4817","Q11","Bigger than",0
"1416","4819","Q11","Bigger than",0
"1417","4821","Q11","Bigger than",0
"1418","4822","Q11","Bigger than",0
"1419","4824","Q11","Same as",1
"1420","4825","Q11","Smaller than",0
"1421","4826","Q11","Same as",1
"1422","4828","Q11","Same as",1
"1423","4829","Q11","Same as",1
"1424","4830","Q11","Same as",1
"1425","4831","Q11","Smaller than",0
"1426","4832","Q11","Bigger than",0
"1427","4833","Q11","Bigger than",0
"1428","4836","Q11","Same as",1
"1429","4838","Q11","Same as",1
"1430","4839","Q11","Smaller than",0
"1431","4841","Q11","Smaller than",0
"1432","4845","Q11","Bigger than",0
"1433","4846","Q11","Same as",1
"1434","4848","Q11","Same as",1
"1435","4850","Q11","Smaller than",0
"1436","4855","Q11","Same as",1
"1437","4860","Q11","Bigger than",0
"1438","4861","Q11","Same as",1
"1439","4862","Q11","Same as",1
"1440","4863","Q11","Same as",1
"1441","4868","Q11","Smaller than",0
"1442","4869","Q11","Same as",1
"1443","4870","Q11","Same as",1
"1444","4871","Q11","Same as",1
"1445","4874","Q11","Bigger than",0
"1446","4878","Q11","Same as",1
"1447","4879","Q11","Same as",1
"1448","4880","Q11","Same as",1
"1449","4884","Q11","Same as",1
"1450","4885","Q11","Same as",1
"1451","4886","Q11","Same as",1
"1452","4887","Q11","Same as",1
"1453","4888","Q11","Same as",1
"1454","4896","Q11","Same as",1
"1455","4897","Q11","Same as",1
"1456","4898","Q11","Same as",1
"1457","4899","Q11","Same as",1
"1458","4900","Q11","Same as",1
"1459","4901","Q11","Same as",1
"1460","4902","Q11","Same as",1
"1461","4903","Q11","Smaller than",0
"1462","4904","Q11","Same as",1
"1463","4906","Q11","Same as",1
"1464","4907","Q11","Same as",1
"1465","4908","Q11","Same as",1
"1466","4909","Q11","Same as",1
"1467","4910","Q11","Same as",1
"1468","4911","Q11","Same as",1
"1469","4912","Q11","Same as",1
"1470","4913","Q11","Same as",1
"1471","4914","Q11","Same as",1
"1472","4917","Q11","Same as",1
"1473","4919","Q11","Same as",1
"1474","4920","Q11","Smaller than",0
"1475","4921","Q11","Same as",1
"1476","4922","Q11","Smaller than",0
"1477","4926","Q11","Same as",1
"1478","4927","Q11","Same as",1
"1479","5762","Q11","Smaller than",0
"1480","8291","Q11","Smaller than",0
"1481","?","Q11","Bigger than",0
"1482","4272A","Q11","Same as",1
"1483","4279F","Q11","Same as",1
"1484","4281F","Q11","Smaller than",0
"1485","4293F","Q11","Bigger than",0
"1486","4294F","Q11","Same as",1
"1487","4310R","Q11","Same as",1
"1488","4381R","Q11","Same as",1
"1489","4408F","Q11","Smaller than",0
"1490","4419C","Q11","Bigger than",0
"1491","4538F","Q11","Smaller than",0
"1492","4571A","Q11","Smaller than",0
"1493","459l","Q11","Same as",1
"1494","4739B","Q11","Smaller than",0
"1495","4755B","Q11","Same as",1
"1496","4756B","Q11","Same as",1
"1497","4760F","Q11","Smaller than",0
"1498","4765F","Q11","Same as",1
"1499","effe","Q11","Bigger than",0
"1500","2919","Q12","it has the same volume as the original block",0
"1501","4022","Q12","it has the same volume as the original block",0
"1502","4219","Q12","it has half the volume of the original block",1
"1503","4224","Q12","it has the same volume as the original block",0
"1504","4229","Q12","it has half the volume of the original block",1
"1505","4230","Q12","it has half the volume of the original block",1
"1506","4232","Q12","it has half the volume of the original block",1
"1507","4235","Q12","it has the same volume as the original block",0
"1508","4236","Q12","it has twice the volume of the original block",0
"1509","4240","Q12","it has half the volume of the original block",1
"1510","4241","Q12","it has half the volume of the original block",1
"1511","4242","Q12","it has the same volume as the original block",0
"1512","4243","Q12","it has half the volume of the original block",1
"1513","4244","Q12","it has the same volume as the original block",0
"1514","4245","Q12","it has half the volume of the original block",1
"1515","4246","Q12","it has half the volume of the original block",1
"1516","4247","Q12","it has half the volume of the original block",1
"1517","4248","Q12","it has half the volume of the original block",1
"1518","4249","Q12","it has half the volume of the original block",1
"1519","4250","Q12","it has half the volume of the original block",1
"1520","4251","Q12","it has twice the volume of the original block",0
"1521","4254","Q12","it has the same volume as the original block",0
"1522","4257","Q12","it has half the volume of the original block",1
"1523","4258","Q12","it has half the volume of the original block",1
"1524","4259","Q12","it has half the volume of the original block",1
"1525","4260","Q12","it has half the volume of the original block",1
"1526","4261","Q12","it has half the volume of the original block",1
"1527","4262","Q12","it has half the volume of the original block",1
"1528","4264","Q12","it has half the volume of the original block",1
"1529","4267","Q12","it has half the volume of the original block",1
"1530","4268","Q12","it has the same volume as the original block",0
"1531","4271","Q12","it has half the volume of the original block",1
"1532","4272","Q12","it has the same volume as the original block",0
"1533","4273","Q12","it has half the volume of the original block",1
"1534","4274","Q12","it has half the volume of the original block",1
"1535","4275","Q12","it has half the volume of the original block",1
"1536","4276","Q12","it has the same volume as the original block",0
"1537","4277","Q12","it has half the volume of the original block",1
"1538","4278","Q12","it has the same volume as the original block",0
"1539","4279","Q12","it has half the volume of the original block",1
"1540","4281","Q12","it has half the volume of the original block",1
"1541","4282","Q12","it has twice the volume of the original block",0
"1542","4283","Q12","it has half the volume of the original block",1
"1543","4284","Q12","it has the same volume as the original block",0
"1544","4285","Q12","it has twice the volume of the original block",0
"1545","4286","Q12","it has half the volume of the original block",1
"1546","4287","Q12","it has half the volume of the original block",1
"1547","4288","Q12","it has the same volume as the original block",0
"1548","4289","Q12","it has half the volume of the original block",1
"1549","4290","Q12","it has half the volume of the original block",1
"1550","4291","Q12","it has half the volume of the original block",1
"1551","4293","Q12","it has half the volume of the original block",1
"1552","4294","Q12","it has the same volume as the original block",0
"1553","4295","Q12","it has half the volume of the original block",1
"1554","4297","Q12","it has half the volume of the original block",1
"1555","4299","Q12","it has half the volume of the original block",1
"1556","4300","Q12","it has half the volume of the original block",1
"1557","4301","Q12","it has half the volume of the original block",1
"1558","4302","Q12","it has the same volume as the original block",0
"1559","4304","Q12","it has twice the volume of the original block",0
"1560","4305","Q12","it has half the volume of the original block",1
"1561","4306","Q12","it has half the volume of the original block",1
"1562","4309","Q12","it has half the volume of the original block",1
"1563","4310","Q12","it has the same volume as the original block",0
"1564","4313","Q12","it has half the volume of the original block",1
"1565","4314","Q12","it has the same volume as the original block",0
"1566","4315","Q12","it has half the volume of the original block",1
"1567","4316","Q12","it has the same volume as the original block",0
"1568","4318","Q12","it has the same volume as the original block",0
"1569","4319","Q12","it has twice the volume of the original block",0
"1570","4321","Q12","it has half the volume of the original block",1
"1571","4322","Q12","it has half the volume of the original block",1
"1572","4323","Q12","it has half the volume of the original block",1
"1573","4324","Q12","it has half the volume of the original block",1
"1574","4326","Q12","it has half the volume of the original block",1
"1575","4327","Q12","it has half the volume of the original block",1
"1576","4328","Q12","it has half the volume of the original block",1
"1577","4333","Q12","it has half the volume of the original block",1
"1578","4334","Q12","it has the same volume as the original block",0
"1579","4335","Q12","it has half the volume of the original block",1
"1580","4339","Q12","it has half the volume of the original block",1
"1581","4341","Q12","it has half the volume of the original block",1
"1582","4342","Q12","it has half the volume of the original block",1
"1583","4343","Q12","it has half the volume of the original block",1
"1584","4344","Q12","it has half the volume of the original block",1
"1585","4347","Q12","it has half the volume of the original block",1
"1586","4348","Q12","it has half the volume of the original block",1
"1587","4350","Q12","it has half the volume of the original block",1
"1588","4353","Q12","it has half the volume of the original block",1
"1589","4355","Q12","it has half the volume of the original block",1
"1590","4356","Q12","it has half the volume of the original block",1
"1591","4357","Q12","it has twice the volume of the original block",0
"1592","4359","Q12","it has half the volume of the original block",1
"1593","4360","Q12","it has the same volume as the original block",0
"1594","4362","Q12","it has the same volume as the original block",0
"1595","4363","Q12","it has half the volume of the original block",1
"1596","4364","Q12","it has half the volume of the original block",1
"1597","4367","Q12","it has half the volume of the original block",1
"1598","4368","Q12","it has half the volume of the original block",1
"1599","4371","Q12","it has half the volume of the original block",1
"1600","4372","Q12","it has half the volume of the original block",1
"1601","4373","Q12","it has half the volume of the original block",1
"1602","4374","Q12","it has half the volume of the original block",1
"1603","4376","Q12","it has half the volume of the original block",1
"1604","4377","Q12","it has half the volume of the original block",1
"1605","4378","Q12","it has half the volume of the original block",1
"1606","4379","Q12","it has half the volume of the original block",1
"1607","4380","Q12","it has half the volume of the original block",1
"1608","4382","Q12","it has half the volume of the original block",1
"1609","4383","Q12","it has half the volume of the original block",1
"1610","4384","Q12","it has the same volume as the original block",0
"1611","4390","Q12","it has half the volume of the original block",1
"1612","4391","Q12","it has twice the volume of the original block",0
"1613","4394","Q12","it has half the volume of the original block",1
"1614","4396","Q12","it has half the volume of the original block",1
"1615","4397","Q12","it has half the volume of the original block",1
"1616","4400","Q12","it has half the volume of the original block",1
"1617","4404","Q12","it has half the volume of the original block",1
"1618","4406","Q12","it has twice the volume of the original block",0
"1619","4407","Q12","it has half the volume of the original block",1
"1620","4408","Q12","it has half the volume of the original block",1
"1621","4410","Q12","it has the same volume as the original block",0
"1622","4411","Q12","it has the same volume as the original block",0
"1623","4413","Q12","it has half the volume of the original block",1
"1624","4415","Q12","it has half the volume of the original block",1
"1625","4417","Q12","it has the same volume as the original block",0
"1626","4418","Q12","it has half the volume of the original block",1
"1627","4419","Q12","it has half the volume of the original block",1
"1628","4421","Q12","it has half the volume of the original block",1
"1629","4422","Q12","it has half the volume of the original block",1
"1630","4423","Q12","it has half the volume of the original block",1
"1631","4426","Q12","it has half the volume of the original block",1
"1632","4428","Q12","it has half the volume of the original block",1
"1633","4429","Q12","it has half the volume of the original block",1
"1634","4430","Q12","it has half the volume of the original block",1
"1635","4431","Q12","it has half the volume of the original block",1
"1636","4432","Q12","it has the same volume as the original block",0
"1637","4433","Q12","it has half the volume of the original block",1
"1638","4435","Q12","it has twice the volume of the original block",0
"1639","4436","Q12","it has half the volume of the original block",1
"1640","4437","Q12","it has half the volume of the original block",1
"1641","4440","Q12","it has half the volume of the original block",1
"1642","4447","Q12","it has half the volume of the original block",1
"1643","4448","Q12","it has half the volume of the original block",1
"1644","4449","Q12","it has half the volume of the original block",1
"1645","4450","Q12","it has half the volume of the original block",1
"1646","4451","Q12","it has the same volume as the original block",0
"1647","4452","Q12","it has half the volume of the original block",1
"1648","4453","Q12","it has half the volume of the original block",1
"1649","4454","Q12","it has half the volume of the original block",1
"1650","4455","Q12","it has half the volume of the original block",1
"1651","4456","Q12","it has half the volume of the original block",1
"1652","4457","Q12","it has half the volume of the original block",1
"1653","4458","Q12","it has half the volume of the original block",1
"1654","4459","Q12","it has half the volume of the original block",1
"1655","4460","Q12","it has half the volume of the original block",1
"1656","4461","Q12","it has half the volume of the original block",1
"1657","4465","Q12","it has the same volume as the original block",0
"1658","4466","Q12","it has half the volume of the original block",1
"1659","4467","Q12","it has half the volume of the original block",1
"1660","4468","Q12","Same as",1
"1661","4475","Q12","it has half the volume of the original block",1
"1662","4476","Q12","it has twice the volume of the original block",0
"1663","4478","Q12","it has half the volume of the original block",1
"1664","4479","Q12","it has half the volume of the original block",1
"1665","4482","Q12","it has the same volume as the original block",0
"1666","4485","Q12","it has half the volume of the original block",1
"1667","4488","Q12","it has half the volume of the original block",1
"1668","4491","Q12","it has half the volume of the original block",1
"1669","4492","Q12","it has half the volume of the original block",1
"1670","4495","Q12","it has half the volume of the original block",1
"1671","4498","Q12","it has the same volume as the original block",0
"1672","4499","Q12","it has the same volume as the original block",0
"1673","4500","Q12","it has half the volume of the original block",1
"1674","4501","Q12","it has the same volume as the original block",0
"1675","4502","Q12","it has half the volume of the original block",1
"1676","4503","Q12","it has half the volume of the original block",1
"1677","4504","Q12","it has the same volume as the original block",0
"1678","4505","Q12","it has half the volume of the original block",1
"1679","4507","Q12","it has half the volume of the original block",1
"1680","4509","Q12","it has half the volume of the original block",1
"1681","4514","Q12","it has half the volume of the original block",1
"1682","4515","Q12","it has the same volume as the original block",0
"1683","4517","Q12","it has half the volume of the original block",1
"1684","4518","Q12","it has half the volume of the original block",1
"1685","4519","Q12","it has the same volume as the original block",0
"1686","4524","Q12","it has half the volume of the original block",1
"1687","4528","Q12","it has half the volume of the original block",1
"1688","4531","Q12","it has half the volume of the original block",1
"1689","4533","Q12","it has the same volume as the original block",0
"1690","4535","Q12","it has half the volume of the original block",1
"1691","4536","Q12","it has half the volume of the original block",1
"1692","4537","Q12","it has half the volume of the original block",1
"1693","4538","Q12","it has half the volume of the original block",1
"1694","4540","Q12","it has half the volume of the original block",1
"1695","4543","Q12","it has half the volume of the original block",1
"1696","4545","Q12","it has half the volume of the original block",1
"1697","4546","Q12","it has half the volume of the original block",1
"1698","4549","Q12","it has the same volume as the original block",0
"1699","4550","Q12","it has half the volume of the original block",1
"1700","4551","Q12","it has half the volume of the original block",1
"1701","4558","Q12","it has half the volume of the original block",1
"1702","4559","Q12","it has the same volume as the original block",0
"1703","4562","Q12","it has twice the volume of the original block",0
"1704","4564","Q12","it has half the volume of the original block",1
"1705","4566","Q12","it has twice the volume of the original block",0
"1706","4568","Q12","it has twice the volume of the original block",0
"1707","4571","Q12","it has half the volume of the original block",1
"1708","4574","Q12","it has twice the volume of the original block",0
"1709","4578","Q12","it has twice the volume of the original block",0
"1710","4584","Q12","it has half the volume of the original block",1
"1711","4585","Q12","it has half the volume of the original block",1
"1712","4586","Q12","it has half the volume of the original block",1
"1713","4589","Q12","it has the same volume as the original block",0
"1714","4592","Q12","it has half the volume of the original block",1
"1715","4596","Q12","it has twice the volume of the original block",0
"1716","4598","Q12","it has half the volume of the original block",1
"1717","4599","Q12","it has half the volume of the original block",1
"1718","4602","Q12","it has half the volume of the original block",1
"1719","4606","Q12","it has half the volume of the original block",1
"1720","4607","Q12","it has twice the volume of the original block",0
"1721","4608","Q12","it has half the volume of the original block",1
"1722","4609","Q12","it has the same volume as the original block",0
"1723","4610","Q12","it has half the volume of the original block",1
"1724","4615","Q12","it has twice the volume of the original block",0
"1725","4616","Q12","it has half the volume of the original block",1
"1726","4617","Q12","it has half the volume of the original block",1
"1727","4619","Q12","it has half the volume of the original block",1
"1728","4621","Q12","it has half the volume of the original block",1
"1729","4626","Q12","it has the same volume as the original block",0
"1730","4627","Q12","it has half the volume of the original block",1
"1731","4656","Q12","it has half the volume of the original block",1
"1732","4668","Q12","it has half the volume of the original block",1
"1733","4686","Q12","it has twice the volume of the original block",0
"1734","4693","Q12","it has half the volume of the original block",1
"1735","4697","Q12","it has half the volume of the original block",1
"1736","4702","Q12","it has half the volume of the original block",1
"1737","4704","Q12","it has the same volume as the original block",0
"1738","4708","Q12","it has the same volume as the original block",0
"1739","4710","Q12","it has the same volume as the original block",0
"1740","4712","Q12","it has half the volume of the original block",1
"1741","4716","Q12","it has half the volume of the original block",1
"1742","4717","Q12","it has half the volume of the original block",1
"1743","4720","Q12","it has half the volume of the original block",1
"1744","4722","Q12","it has half the volume of the original block",1
"1745","4723","Q12","it has half the volume of the original block",1
"1746","4725","Q12","it has half the volume of the original block",1
"1747","4727","Q12","it has the same volume as the original block",0
"1748","4730","Q12","it has half the volume of the original block",1
"1749","4734","Q12","it has half the volume of the original block",1
"1750","4737","Q12","it has twice the volume of the original block",0
"1751","4739","Q12","it has half the volume of the original block",1
"1752","4740","Q12","it has half the volume of the original block",1
"1753","4743","Q12","it has twice the volume of the original block",0
"1754","4746","Q12","it has half the volume of the original block",1
"1755","4748","Q12","it has twice the volume of the original block",0
"1756","4753","Q12","it has half the volume of the original block",1
"1757","4754","Q12","it has twice the volume of the original block",0
"1758","4755","Q12","it has twice the volume of the original block",0
"1759","4756","Q12","it has twice the volume of the original block",0
"1760","4757","Q12","it has the same volume as the original block",0
"1761","4758","Q12","it has half the volume of the original block",1
"1762","4760","Q12","it has half the volume of the original block",1
"1763","4761","Q12","it has half the volume of the original block",1
"1764","4762","Q12","it has half the volume of the original block",1
"1765","4763","Q12","it has half the volume of the original block",1
"1766","4764","Q12","it has half the volume of the original block",1
"1767","4765","Q12","it has half the volume of the original block",1
"1768","4767","Q12","it has half the volume of the original block",1
"1769","4768","Q12","it has half the volume of the original block",1
"1770","4770","Q12","it has half the volume of the original block",1
"1771","4771","Q12","it has half the volume of the original block",1
"1772","4773","Q12","it has half the volume of the original block",1
"1773","4775","Q12","it has half the volume of the original block",1
"1774","4777","Q12","it has half the volume of the original block",1
"1775","4778","Q12","it has twice the volume of the original block",0
"1776","4779","Q12","it has half the volume of the original block",1
"1777","4780","Q12","it has half the volume of the original block",1
"1778","4781","Q12","it has half the volume of the original block",1
"1779","4782","Q12","it has the same volume as the original block",0
"1780","4783","Q12","it has the same volume as the original block",0
"1781","4784","Q12","it has half the volume of the original block",1
"1782","4785","Q12","it has the same volume as the original block",0
"1783","4786","Q12","it has half the volume of the original block",1
"1784","4787","Q12","it has half the volume of the original block",1
"1785","4789","Q12","it has half the volume of the original block",1
"1786","4795","Q12","it has half the volume of the original block",1
"1787","4799","Q12","it has half the volume of the original block",1
"1788","4801","Q12","it has the same volume as the original block",0
