"","ID","Question","Response.x","PreValue","Response.y","PostValue"
"794","4514","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"795","4517","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"796","4488","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"797","4344","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"798","4279","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"799","4341","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"800","4279","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"801","4245","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"802","4334","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"803","4350","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"804","4562","Q10","Because density is a property of the matter, and it can never change",0,"Because the density can always change even if the pressure or temperature is constant",0
"805","4564","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"806","4537","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"807","4550","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"808","4566","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"809","4546","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"810","4540","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"811","4549","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"812","4568","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"813","4543","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"814","4559","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"815","4531","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"816","4545","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"817","4533","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"818","4374","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"819","4314","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"820","4305","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"821","4281","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"822","4316","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because the density can always change even if the pressure or temperature is constant",0
"823","4372","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"824","4310","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"825","4295","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"826","4626","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"827","4589","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"828","4586","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"829","4599","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"830","4609","Q10","Because density is a property of the matter, and it can never change",0,"Because the density can always change even if the pressure or temperature is constant",0
"831","4607","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"832","4578","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"833","4585","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"834","4619","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"835","4592","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"836","4598","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"837","4419","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"838","4686","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"839","4668","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"840","4297","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"841","4712","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"842","4702","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"843","4693","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"844","4723","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"845","4730","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"846","4725","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"847","4720","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"848","4722","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"849","4768","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"850","4762","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"851","4764","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"852","4761","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"853","4756B","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"854","4755B","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"855","4710","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"856","4746","Q10","Because density is a property of the matter, and it can never change",0,"Because the density can always change even if the pressure or temperature is constant",0
"857","4739","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"858","4755","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"859","4753","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because the density can always change even if the pressure or temperature is constant",0
"860","4743","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"861","4767","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"862","4778","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"863","4777","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"864","4763","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"865","4768","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"866","4770","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"867","4775","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"868","4740","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"869","4824","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"870","4816","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"871","4817","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"872","4815","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"873","4825","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because the density can always change even if the pressure or temperature is constant",0
"874","4819","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"875","4822","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because the density can always change even if the pressure or temperature is constant",0
"876","4821","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"877","4781","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"878","4789","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"879","4782","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"880","4786","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"881","4783","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"882","4785","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"883","4780","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"884","4784","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"885","4756","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"886","4795","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"887","4799","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"888","4807","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"889","4803","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"890","4802","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"891","4801","Q10","Because density is a property of the matter, and it can never change",0,"Because the density can always change even if the pressure or temperature is constant",0
"892","4836","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"893","4828","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"894","4831","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"895","4826","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"896","4830","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"897","4846","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"898","4855","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"899","4850","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"900","4845","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"901","4848","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"902","4839","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"903","4871","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"904","4869","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"905","4870","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"906","4868","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"907","4899","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"908","4898","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"909","4879","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"910","4919","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"911","4879","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"912","4913","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"913","4897","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"914","4911","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"915","4904","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"916","4901","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"917","4884","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"918","4898","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"919","4917","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"920","4908","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"921","4900","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"922","4922","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"923","4906","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"924","4899","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"925","4885","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"926","4914","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"927","4921","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"928","4903","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"929","4902","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"930","4909","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"931","4912","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"932","4926","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"933","4886","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"934","4888","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"935","4896","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"936","4927","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"937","4878","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"938","4880","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"939","4920","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"940","4887","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"941","4232","Q11","Bigger than",0,"Bigger than",0
"942","4235","Q11","Smaller than",0,"Smaller than",0
"943","4230","Q11","Same as",1,"Same as",1
"944","4421","Q11","Bigger than",0,"Bigger than",0
"945","4219","Q11","Bigger than",0,"Bigger than",0
"946","4229","Q11","Same as",1,"Smaller than",0
"947","4236","Q11","Same as",1,"Smaller than",0
"948","4254","Q11","Smaller than",0,"Same as",1
"949","4267","Q11","Bigger than",0,"Smaller than",0
"950","4261","Q11","Same as",1,"Same as",1
"951","4246","Q11","Same as",1,"Same as",1
"952","4251","Q11","Smaller than",0,"Same as",1
"953","4241","Q11","Smaller than",0,"Same as",1
"954","4247","Q11","Smaller than",0,"Same as",1
"955","4244","Q11","Bigger than",0,"Bigger than",0
"956","4257","Q11","Smaller than",0,"Smaller than",0
"957","4259","Q11","Smaller than",0,"Same as",1
"958","4242","Q11","Smaller than",0,"Bigger than",0
"959","4276","Q11","Same as",1,"Same as",1
"960","4272","Q11","Same as",1,"Same as",1
"961","4284","Q11","Bigger than",0,"Smaller than",0
"962","4294F","Q11","Smaller than",0,"Same as",1
"963","4287","Q11","Smaller than",0,"Smaller than",0
"964","4275","Q11","Same as",1,"Same as",1
"965","4273","Q11","Same as",1,"Same as",1
"966","4289","Q11","Smaller than",0,"Smaller than",0
"967","4277","Q11","Smaller than",0,"Same as",1
"968","4286","Q11","Same as",1,"Same as",1
"969","4285","Q11","Same as",1,"Same as",1
"970","4293F","Q11","Bigger than",0,"Bigger than",0
"971","4243","Q11","Same as",1,"Same as",1
"972","4271","Q11","Same as",1,"Same as",1
"973","4264","Q11","Same as",1,"Same as",1
"974","4268","Q11","Same as",1,"Smaller than",0
"975","4258","Q11","Smaller than",0,"Smaller than",0
"976","4249","Q11","Same as",1,"Same as",1
"977","4240","Q11","Smaller than",0,"Smaller than",0
"978","4260","Q11","Smaller than",0,"Smaller than",0
"979","4269","Q11","Smaller than",0,"Smaller than",0
"980","4248","Q11","Smaller than",0,"Same as",1
"981","4290","Q11","Same as",1,"Same as",1
"982","4283","Q11","Bigger than",0,"Smaller than",0
"983","4288","Q11","Same as",1,"Same as",1
"984","4321","Q11","Smaller than",0,"Smaller than",0
"985","4300","Q11","Smaller than",0,"Smaller than",0
"986","4304","Q11","Same as",1,"Bigger than",0
"987","4322","Q11","Smaller than",0,"Same as",1
"988","4313","Q11","Same as",1,"Same as",1
"989","4315","Q11","Same as",1,"Same as",1
"990","4319","Q11","Bigger than",0,"Bigger than",0
"991","4318","Q11","Smaller than",0,"Same as",1
"992","4301","Q11","Bigger than",0,"Bigger than",0
"993","4294","Q11","Smaller than",0,"Same as",1
"994","4309","Q11","Smaller than",0,"Same as",1
"995","4302","Q11","Smaller than",0,"Same as",1
"996","4278","Q11","Same as",1,"Same as",1
"997","4291","Q11","Same as",1,"Same as",1
"998","4293","Q11","Same as",1,"Bigger than",0
"999","4327","Q11","Same as",1,"Same as",1
"1000","4343","Q11","Smaller than",0,"Smaller than",0
"1001","4328","Q11","Same as",1,"Same as",1
"1002","4324","Q11","Same as",1,"Same as",1
"1003","4348","Q11","Smaller than",0,"Smaller than",0
"1004","4347","Q11","Same as",1,"Same as",1
"1005","4339","Q11","Same as",1,"Smaller than",0
"1006","4353","Q11","Smaller than",0,"Smaller than",0
"1007","4367","Q11","Same as",1,"Same as",1
"1008","4357","Q11","Smaller than",0,"Smaller than",0
"1009","4373","Q11","Same as",1,"Same as",1
"1010","4359","Q11","Same as",1,"Same as",1
"1011","4362","Q11","Bigger than",0,"Bigger than",0
"1012","4363","Q11","Same as",1,"Same as",1
"1013","4356","Q11","Smaller than",0,"Smaller than",0
"1014","4364","Q11","Same as",1,"Same as",1
"1015","4355","Q11","Same as",1,"Same as",1
"1016","4342","Q11","Same as",1,"Same as",1
"1017","4391","Q11","Same as",1,"Smaller than",0
"1018","4390","Q11","Same as",1,"Same as",1
"1019","4384","Q11","Same as",1,"Same as",1
"1020","4380","Q11","Bigger than",0,"Smaller than",0
"1021","4394","Q11","Same as",1,"Smaller than",0
"1022","4383","Q11","Same as",1,"Smaller than",0
"1023","4382","Q11","Bigger than",0,"Same as",1
"1024","4379","Q11","Smaller than",0,"Smaller than",0
"1025","4376","Q11","Smaller than",0,"Smaller than",0
"1026","4404","Q11","Smaller than",0,"Same as",1
"1027","4410","Q11","Same as",1,"Same as",1
"1028","4411","Q11","Same as",1,"Same as",1
"1029","4406","Q11","Bigger than",0,"Bigger than",0
"1030","4400","Q11","Smaller than",0,"Smaller than",0
"1031","4396","Q11","Smaller than",0,"Smaller than",0
"1032","4407","Q11","Bigger than",0,"Same as",1
"1033","4413","Q11","Same as",1,"Same as",1
"1034","4397","Q11","Bigger than",0,"Same as",1
"1035","4429","Q11","Bigger than",0,"Same as",1
"1036","4428","Q11","Same as",1,"Same as",1
"1037","4433","Q11","Same as",1,"Same as",1
"1038","4423","Q11","Same as",1,"Same as",1
"1039","4436","Q11","Smaller than",0,"Smaller than",0
"1040","4430","Q11","Smaller than",0,"Same as",1
"1041","4431","Q11","Smaller than",0,"Smaller than",0
"1042","4437","Q11","Smaller than",0,"Smaller than",0
"1043","4426","Q11","Smaller than",0,"Same as",1
"1044","4440","Q11","Smaller than",0,"Smaller than",0
"1045","4432","Q11","Same as",1,"Same as",1
"1046","4449","Q11","Smaller than",0,"Same as",1
"1047","4435","Q11","Same as",1,"Same as",1
"1048","4448","Q11","Same as",1,"Same as",1
"1049","4455","Q11","Smaller than",0,"Same as",1
"1050","4451","Q11","Same as",1,"Same as",1
"1051","4447","Q11","Bigger than",0,"Smaller than",0
"1052","4459","Q11","Same as",1,"Same as",1
"1053","4457","Q11","Smaller than",0,"Bigger than",0
"1054","4456","Q11","Smaller than",0,"Same as",1
"1055","4454","Q11","Smaller than",0,"Same as",1
"1056","4458","Q11","Same as",1,"Same as",1
"1057","4460","Q11","Smaller than",0,"Same as",1
"1058","4450","Q11","Same as",1,"Same as",1
"1059","4453","Q11","Smaller than",0,"Same as",1
"1060","4452","Q11","Same as",1,"Same as",1
"1061","4408","Q11","Smaller than",0,"Same as",1
"1062","4465","Q11","Same as",1,"Bigger than",0
"1063","4467","Q11","Bigger than",0,"Smaller than",0
"1064","4507","Q11","Smaller than",0,"Same as",1
"1065","4518","Q11","Smaller than",0,"Same as",1
"1066","4503","Q11","Smaller than",0,"Same as",1
"1067","4479","Q11","Bigger than",0,"Smaller than",0
"1068","4524","Q11","Smaller than",0,"Bigger than",0
"1069","4485","Q11","Smaller than",0,"Same as",1
"1070","4476","Q11","Same as",1,"Same as",1
"1071","4482","Q11","Bigger than",0,"Same as",1
"1072","4498","Q11","Bigger than",0,"Smaller than",0
"1073","4500","Q11","Same as",1,"Same as",1
"1074","4492","Q11","Smaller than",0,"Bigger than",0
"1075","4461","Q11","Same as",1,"Same as",1
"1076","4514","Q11","Smaller than",0,"Smaller than",0
"1077","4517","Q11","Same as",1,"Same as",1
"1078","4515","Q11","Smaller than",0,"Smaller than",0
"1079","4488","Q11","Bigger than",0,"Bigger than",0
"1080","4478","Q11","Bigger than",0,"Smaller than",0
"1081","4502","Q11","Smaller than",0,"Smaller than",0
"1082","4509","Q11","Bigger than",0,"Same as",1
"1083","4501","Q11","Smaller than",0,"Smaller than",0
"1084","4499","Q11","Bigger than",0,"Bigger than",0
"1085","4505","Q11","Smaller than",0,"Smaller than",0
"1086","4495","Q11","Smaller than",0,"Smaller than",0
"1087","4344","Q11","Same as",1,"Same as",1
"1088","4279","Q11","Same as",1,"Same as",1
"1089","4341","Q11","Bigger than",0,"Same as",1
"1090","4279","Q11","Smaller than",0,"Same as",1
"1091","4281","Q11","Smaller than",0,"Same as",1
"1092","4245","Q11","Same as",1,"Smaller than",0
"1093","4335","Q11","Same as",1,"Smaller than",0
"1094","4326","Q11","Same as",1,"Same as",1
"1095","4334","Q11","Smaller than",0,"Same as",1
"1096","4360","Q11","Smaller than",0,"Smaller than",0
"1097","4350","Q11","Smaller than",0,"Same as",1
"1098","4562","Q11","Bigger than",0,"Same as",1
"1099","4564","Q11","Smaller than",0,"Same as",1
"1100","4537","Q11","Smaller than",0,"Smaller than",0
"1101","4558","Q11","Bigger than",0,"Smaller than",0
"1102","4550","Q11","Same as",1,"Smaller than",0
"1103","4536","Q11","Same as",1,"Same as",1
"1104","4571","Q11","Bigger than",0,"Smaller than",0
"1105","4571","Q11","Smaller than",0,"Smaller than",0
"1106","4566","Q11","Same as",1,"Smaller than",0
"1107","4546","Q11","Same as",1,"Bigger than",0
